edge_config,mode,cluster_id,cluster_size,n_interventions,design_count,training_count,deployment_count,design_pct,training_pct,deployment_pct,dominant_stage
0.8,monotonic,11,21,21,0,0,21,0.0,0.0,1.0,Deployment
0.8,monotonic,32,26,26,2,23,1,0.07692307692307693,0.8846153846153846,0.038461538461538464,Training
0.8,monotonic,29,6,6,3,0,3,0.5,0.0,0.5,Design
0.8,both,1,406,406,83,295,28,0.2044334975369458,0.7266009852216748,0.06896551724137931,Training
0.8,both,5,157,157,48,6,103,0.3057324840764331,0.03821656050955414,0.6560509554140127,Deployment
0.8,both,10,420,420,15,396,9,0.03571428571428571,0.9428571428571428,0.02142857142857143,Training
0.8,both,20,189,189,11,25,153,0.0582010582010582,0.13227513227513227,0.8095238095238095,Deployment
0.8,both,36,73,73,10,60,3,0.136986301369863,0.821917808219178,0.0410958904109589,Training
0.8,both,12,150,150,28,119,3,0.18666666666666668,0.7933333333333333,0.02,Training
0.8,both,7,325,325,221,88,16,0.68,0.27076923076923076,0.04923076923076923,Design
0.8,both,15,76,76,3,3,70,0.039473684210526314,0.039473684210526314,0.9210526315789473,Deployment
0.8,both,30,26,26,0,0,26,0.0,0.0,1.0,Deployment
0.8,both,26,124,124,23,19,82,0.18548387096774194,0.1532258064516129,0.6612903225806451,Deployment
0.8,both,29,26,26,18,4,4,0.6923076923076923,0.15384615384615385,0.15384615384615385,Design
0.8,both,9,220,220,5,0,215,0.022727272727272728,0.0,0.9772727272727273,Deployment
0.8,both,25,87,87,40,2,45,0.45977011494252873,0.022988505747126436,0.5172413793103449,Deployment
0.8,both,21,109,109,11,5,93,0.10091743119266056,0.045871559633027525,0.8532110091743119,Deployment
0.8,both,33,160,160,17,1,142,0.10625,0.00625,0.8875,Deployment
0.8,both,22,26,26,0,0,26,0.0,0.0,1.0,Deployment
0.8,both,13,308,308,8,4,296,0.025974025974025976,0.012987012987012988,0.961038961038961,Deployment
0.8,both,16,53,53,26,3,24,0.49056603773584906,0.05660377358490566,0.4528301886792453,Design
0.8,both,18,34,34,9,5,20,0.2647058823529412,0.14705882352941177,0.5882352941176471,Deployment
0.8,both,2,175,175,9,1,165,0.05142857142857143,0.005714285714285714,0.9428571428571428,Deployment
0.8,both,0,490,490,55,4,431,0.11224489795918367,0.00816326530612245,0.8795918367346939,Deployment
0.8,both,17,57,57,38,10,9,0.6666666666666666,0.17543859649122806,0.15789473684210525,Design
0.8,both,4,142,142,29,1,112,0.20422535211267606,0.007042253521126761,0.7887323943661971,Deployment
0.8,both,39,104,104,14,0,90,0.1346153846153846,0.0,0.8653846153846154,Deployment
0.8,both,3,217,217,6,2,209,0.027649769585253458,0.009216589861751152,0.9631336405529954,Deployment
0.8,both,14,175,175,9,1,165,0.05142857142857143,0.005714285714285714,0.9428571428571428,Deployment
0.8,both,24,26,26,0,0,26,0.0,0.0,1.0,Deployment
0.8,both,38,7,7,0,2,5,0.0,0.2857142857142857,0.7142857142857143,Deployment
0.8,both,31,34,34,0,32,2,0.0,0.9411764705882353,0.058823529411764705,Training
0.8,both,19,30,30,0,8,22,0.0,0.26666666666666666,0.7333333333333333,Deployment
0.8,both,8,65,65,0,0,65,0.0,0.0,1.0,Deployment
0.8,both,32,35,35,0,0,35,0.0,0.0,1.0,Deployment
0.8,both,27,40,40,4,2,34,0.1,0.05,0.85,Deployment
0.8,both,34,16,16,0,15,1,0.0,0.9375,0.0625,Training
0.8,both,6,46,46,9,36,1,0.1956521739130435,0.782608695652174,0.021739130434782608,Training
0.8,both,28,36,36,12,9,15,0.3333333333333333,0.25,0.4166666666666667,Deployment
0.8,both,35,42,42,0,0,42,0.0,0.0,1.0,Deployment
0.8,both,37,19,19,0,19,0,0.0,1.0,0.0,Training
0.8,both,11,24,24,1,22,1,0.041666666666666664,0.9166666666666666,0.041666666666666664,Training
0.8,both,23,7,7,0,0,7,0.0,0.0,1.0,Deployment
0.85,unconstrained,28,54,54,1,53,0,0.018518518518518517,0.9814814814814815,0.0,Training
0.85,unconstrained,19,53,53,40,2,11,0.7547169811320755,0.03773584905660377,0.20754716981132076,Design
0.85,unconstrained,16,191,191,21,9,161,0.1099476439790576,0.04712041884816754,0.8429319371727748,Deployment
0.85,unconstrained,32,150,150,4,141,5,0.02666666666666667,0.94,0.03333333333333333,Training
0.85,unconstrained,5,233,233,17,187,29,0.07296137339055794,0.8025751072961373,0.12446351931330472,Training
0.85,unconstrained,30,50,50,15,1,34,0.3,0.02,0.68,Deployment
0.85,unconstrained,10,145,145,75,54,16,0.5172413793103449,0.3724137931034483,0.1103448275862069,Design
0.85,unconstrained,38,270,270,52,209,9,0.1925925925925926,0.774074074074074,0.03333333333333333,Training
0.85,unconstrained,11,165,165,141,9,15,0.8545454545454545,0.05454545454545454,0.09090909090909091,Design
0.85,unconstrained,0,153,153,85,62,6,0.5555555555555556,0.40522875816993464,0.0392156862745098,Design
0.85,unconstrained,13,81,81,3,5,73,0.037037037037037035,0.06172839506172839,0.9012345679012346,Deployment
0.85,unconstrained,7,61,61,0,0,61,0.0,0.0,1.0,Deployment
0.85,unconstrained,1,155,155,28,27,100,0.18064516129032257,0.17419354838709677,0.6451612903225806,Deployment
0.85,unconstrained,29,22,22,16,4,2,0.7272727272727273,0.18181818181818182,0.09090909090909091,Design
0.85,unconstrained,4,147,147,9,3,135,0.061224489795918366,0.02040816326530612,0.9183673469387755,Deployment
0.85,unconstrained,6,118,118,11,3,104,0.09322033898305085,0.025423728813559324,0.8813559322033898,Deployment
0.85,unconstrained,36,47,47,18,13,16,0.3829787234042553,0.2765957446808511,0.3404255319148936,Design
0.85,unconstrained,12,235,235,6,3,226,0.02553191489361702,0.01276595744680851,0.9617021276595744,Deployment
0.85,unconstrained,3,296,296,52,0,244,0.17567567567567569,0.0,0.8243243243243243,Deployment
0.85,unconstrained,26,69,69,16,0,53,0.2318840579710145,0.0,0.7681159420289855,Deployment
0.85,unconstrained,18,177,177,5,1,171,0.02824858757062147,0.005649717514124294,0.9661016949152542,Deployment
0.85,unconstrained,22,90,90,1,0,89,0.011111111111111112,0.0,0.9888888888888889,Deployment
0.85,unconstrained,20,44,44,0,42,2,0.0,0.9545454545454546,0.045454545454545456,Training
0.85,unconstrained,17,164,164,16,2,146,0.0975609756097561,0.012195121951219513,0.8902439024390244,Deployment
0.85,unconstrained,34,122,122,26,91,5,0.21311475409836064,0.7459016393442623,0.040983606557377046,Training
0.85,unconstrained,9,168,168,10,0,158,0.05952380952380952,0.0,0.9404761904761905,Deployment
0.85,unconstrained,37,69,69,5,0,64,0.07246376811594203,0.0,0.927536231884058,Deployment
0.85,unconstrained,15,94,94,3,0,91,0.031914893617021274,0.0,0.9680851063829787,Deployment
0.85,unconstrained,25,38,38,0,0,38,0.0,0.0,1.0,Deployment
0.85,unconstrained,35,78,78,9,4,65,0.11538461538461539,0.05128205128205128,0.8333333333333334,Deployment
0.85,unconstrained,31,14,14,0,0,14,0.0,0.0,1.0,Deployment
0.85,unconstrained,39,7,7,0,2,5,0.0,0.2857142857142857,0.7142857142857143,Deployment
0.85,unconstrained,8,27,27,8,0,19,0.2962962962962963,0.0,0.7037037037037037,Deployment
0.85,unconstrained,2,185,185,3,2,180,0.016216216216216217,0.010810810810810811,0.972972972972973,Deployment
0.85,unconstrained,24,29,29,8,4,17,0.27586206896551724,0.13793103448275862,0.5862068965517241,Deployment
0.85,unconstrained,14,44,44,3,39,2,0.06818181818181818,0.8863636363636364,0.045454545454545456,Training
0.85,unconstrained,21,20,20,0,20,0,0.0,1.0,0.0,Training
0.85,unconstrained,23,21,21,0,20,1,0.0,0.9523809523809523,0.047619047619047616,Training
0.85,unconstrained,27,7,7,0,5,2,0.0,0.7142857142857143,0.2857142857142857,Training
0.85,unconstrained,33,5,5,0,2,3,0.0,0.4,0.6,Deployment
0.85,single_risk,37,89,89,7,80,2,0.07865168539325842,0.898876404494382,0.02247191011235955,Training
0.85,single_risk,4,57,57,42,4,11,0.7368421052631579,0.07017543859649122,0.19298245614035087,Design
0.85,single_risk,5,225,225,23,10,192,0.10222222222222223,0.044444444444444446,0.8533333333333334,Deployment
0.85,single_risk,8,127,127,3,121,3,0.023622047244094488,0.952755905511811,0.023622047244094488,Training
0.85,single_risk,15,276,276,18,247,11,0.06521739130434782,0.894927536231884,0.03985507246376811,Training
0.85,single_risk,38,85,85,42,42,1,0.49411764705882355,0.49411764705882355,0.011764705882352941,Design
0.85,single_risk,14,163,163,135,11,17,0.8282208588957055,0.06748466257668712,0.10429447852760736,Design
0.85,single_risk,10,119,119,74,41,4,0.6218487394957983,0.3445378151260504,0.03361344537815126,Design
0.85,single_risk,24,79,79,4,5,70,0.05063291139240506,0.06329113924050633,0.8860759493670886,Deployment
0.85,single_risk,23,23,23,0,0,23,0.0,0.0,1.0,Deployment
0.85,single_risk,11,151,151,27,26,98,0.17880794701986755,0.17218543046357615,0.6490066225165563,Deployment
0.85,single_risk,34,22,22,16,4,2,0.7272727272727273,0.18181818181818182,0.09090909090909091,Design
0.85,single_risk,17,69,69,8,3,58,0.11594202898550725,0.043478260869565216,0.8405797101449275,Deployment
0.85,single_risk,29,57,57,23,1,33,0.40350877192982454,0.017543859649122806,0.5789473684210527,Deployment
0.85,single_risk,28,96,96,9,4,83,0.09375,0.041666666666666664,0.8645833333333334,Deployment
0.85,single_risk,7,242,242,62,158,22,0.256198347107438,0.6528925619834711,0.09090909090909091,Training
0.85,single_risk,3,211,211,15,2,194,0.07109004739336493,0.009478672985781991,0.919431279620853,Deployment
0.85,single_risk,19,69,69,4,3,62,0.057971014492753624,0.043478260869565216,0.8985507246376812,Deployment
0.85,single_risk,27,241,241,8,3,230,0.03319502074688797,0.012448132780082987,0.9543568464730291,Deployment
0.85,single_risk,39,120,120,26,90,4,0.21666666666666667,0.75,0.03333333333333333,Training
0.85,single_risk,6,103,103,51,21,31,0.49514563106796117,0.20388349514563106,0.30097087378640774,Design
0.85,single_risk,30,248,248,52,0,196,0.20967741935483872,0.0,0.7903225806451613,Deployment
0.85,single_risk,26,66,66,15,0,51,0.22727272727272727,0.0,0.7727272727272727,Deployment
0.85,single_risk,9,171,171,5,1,165,0.029239766081871343,0.005847953216374269,0.9649122807017544,Deployment
0.85,single_risk,1,156,156,6,0,150,0.038461538461538464,0.0,0.9615384615384616,Deployment
0.85,single_risk,32,20,20,0,20,0,0.0,1.0,0.0,Training
0.85,single_risk,2,160,160,9,0,151,0.05625,0.0,0.94375,Deployment
0.85,single_risk,0,136,136,3,0,133,0.022058823529411766,0.0,0.9779411764705882,Deployment
0.85,single_risk,31,11,11,0,0,11,0.0,0.0,1.0,Deployment
0.85,single_risk,18,26,26,8,0,18,0.3076923076923077,0.0,0.6923076923076923,Deployment
0.85,single_risk,20,24,24,0,4,20,0.0,0.16666666666666666,0.8333333333333334,Deployment
0.85,single_risk,13,182,182,3,2,177,0.016483516483516484,0.01098901098901099,0.9725274725274725,Deployment
0.85,single_risk,22,13,13,1,0,12,0.07692307692307693,0.0,0.9230769230769231,Deployment
0.85,single_risk,16,49,49,0,0,49,0.0,0.0,1.0,Deployment
0.85,single_risk,12,46,46,5,39,2,0.10869565217391304,0.8478260869565217,0.043478260869565216,Training
0.85,single_risk,35,36,36,0,0,36,0.0,0.0,1.0,Deployment
0.85,single_risk,36,23,23,0,22,1,0.0,0.9565217391304348,0.043478260869565216,Training
0.85,single_risk,25,19,19,0,19,0,0.0,1.0,0.0,Training
0.85,single_risk,33,21,21,0,20,1,0.0,0.9523809523809523,0.047619047619047616,Training
0.85,single_risk,21,7,7,0,5,2,0.0,0.7142857142857143,0.2857142857142857,Training
0.85,monotonic,39,79,79,3,75,1,0.0379746835443038,0.9493670886075949,0.012658227848101266,Training
0.85,monotonic,32,65,65,37,4,24,0.5692307692307692,0.06153846153846154,0.36923076923076925,Design
0.85,monotonic,1,131,131,5,1,125,0.03816793893129771,0.007633587786259542,0.9541984732824428,Deployment
0.85,monotonic,18,130,130,7,119,4,0.05384615384615385,0.9153846153846154,0.03076923076923077,Training
0.85,monotonic,33,227,227,14,207,6,0.06167400881057269,0.9118942731277533,0.02643171806167401,Training
0.85,monotonic,30,58,58,21,1,36,0.3620689655172414,0.017241379310344827,0.6206896551724138,Deployment
0.85,monotonic,5,203,203,106,86,11,0.5221674876847291,0.4236453201970443,0.054187192118226604,Design
0.85,monotonic,19,77,77,72,3,2,0.935064935064935,0.03896103896103896,0.025974025974025976,Design
0.85,monotonic,36,65,65,2,3,60,0.03076923076923077,0.046153846153846156,0.9230769230769231,Deployment
0.85,monotonic,20,23,23,0,0,23,0.0,0.0,1.0,Deployment
0.85,monotonic,37,27,27,2,14,11,0.07407407407407407,0.5185185185185185,0.4074074074074074,Training
0.85,monotonic,10,22,22,16,4,2,0.7272727272727273,0.18181818181818182,0.09090909090909091,Design
0.85,monotonic,3,138,138,17,4,117,0.12318840579710146,0.028985507246376812,0.8478260869565217,Deployment
0.85,monotonic,13,93,93,18,3,72,0.1935483870967742,0.03225806451612903,0.7741935483870968,Deployment
0.85,monotonic,8,230,230,52,165,13,0.22608695652173913,0.717391304347826,0.05652173913043478,Training
0.85,monotonic,26,135,135,31,23,81,0.22962962962962963,0.17037037037037037,0.6,Deployment
0.85,monotonic,38,37,37,2,1,34,0.05405405405405406,0.02702702702702703,0.918918918918919,Deployment
0.85,monotonic,27,225,225,7,3,215,0.03111111111111111,0.013333333333333334,0.9555555555555556,Deployment
0.85,monotonic,0,184,184,70,100,14,0.3804347826086957,0.5434782608695652,0.07608695652173914,Training
0.85,monotonic,7,90,90,68,8,14,0.7555555555555555,0.08888888888888889,0.15555555555555556,Design
0.85,monotonic,2,253,253,40,0,213,0.15810276679841898,0.0,0.841897233201581,Deployment
0.85,monotonic,9,118,118,6,0,112,0.05084745762711865,0.0,0.9491525423728814,Deployment
0.85,monotonic,35,70,70,15,0,55,0.21428571428571427,0.0,0.7857142857142857,Deployment
0.85,monotonic,6,219,219,5,0,214,0.0228310502283105,0.0,0.9771689497716894,Deployment
0.85,monotonic,12,37,37,0,36,1,0.0,0.972972972972973,0.02702702702702703,Training
0.85,monotonic,15,140,140,8,1,131,0.05714285714285714,0.007142857142857143,0.9357142857142857,Deployment
0.85,monotonic,16,112,112,1,0,111,0.008928571428571428,0.0,0.9910714285714286,Deployment
0.85,monotonic,17,49,49,5,0,44,0.10204081632653061,0.0,0.8979591836734694,Deployment
0.85,monotonic,25,75,75,5,3,67,0.06666666666666667,0.04,0.8933333333333333,Deployment
0.85,monotonic,22,11,11,0,0,11,0.0,0.0,1.0,Deployment
0.85,monotonic,21,7,7,0,2,5,0.0,0.2857142857142857,0.7142857142857143,Deployment
0.85,monotonic,24,19,19,0,4,15,0.0,0.21052631578947367,0.7894736842105263,Deployment
0.85,monotonic,29,174,174,1,2,171,0.005747126436781609,0.011494252873563218,0.9827586206896551,Deployment
0.85,monotonic,4,38,38,5,4,29,0.13157894736842105,0.10526315789473684,0.7631578947368421,Deployment
0.85,monotonic,14,25,25,4,0,21,0.16,0.0,0.84,Deployment
0.85,monotonic,34,20,20,1,19,0,0.05,0.95,0.0,Training
0.85,monotonic,11,47,47,6,39,2,0.1276595744680851,0.8297872340425532,0.0425531914893617,Training
0.85,monotonic,31,38,38,0,0,38,0.0,0.0,1.0,Deployment
0.85,monotonic,28,23,23,1,21,1,0.043478260869565216,0.9130434782608695,0.043478260869565216,Training
0.85,monotonic,23,7,7,0,5,2,0.0,0.7142857142857143,0.2857142857142857,Training
0.85,both,31,53,53,2,51,0,0.03773584905660377,0.9622641509433962,0.0,Training
0.85,both,6,161,161,49,6,106,0.30434782608695654,0.037267080745341616,0.6583850931677019,Deployment
0.85,both,18,150,150,12,2,136,0.08,0.013333333333333334,0.9066666666666666,Deployment
0.85,both,15,169,169,8,157,4,0.047337278106508875,0.9289940828402367,0.023668639053254437,Training
0.85,both,19,264,264,20,234,10,0.07575757575757576,0.8863636363636364,0.03787878787878788,Training
0.85,both,35,106,106,43,56,7,0.4056603773584906,0.5283018867924528,0.0660377358490566,Training
0.85,both,3,173,173,1,2,170,0.005780346820809248,0.011560693641618497,0.9826589595375722,Deployment
0.85,both,14,137,137,121,7,9,0.8832116788321168,0.051094890510948905,0.06569343065693431,Design
0.85,both,8,91,91,49,39,3,0.5384615384615384,0.42857142857142855,0.03296703296703297,Design
0.85,both,13,96,96,5,5,86,0.052083333333333336,0.052083333333333336,0.8958333333333334,Deployment
0.85,both,28,113,113,4,0,109,0.035398230088495575,0.0,0.9646017699115044,Deployment
0.85,both,26,114,114,27,84,3,0.23684210526315788,0.7368421052631579,0.02631578947368421,Training
0.85,both,16,110,110,18,23,69,0.16363636363636364,0.20909090909090908,0.6272727272727273,Deployment
0.85,both,22,22,22,16,4,2,0.7272727272727273,0.18181818181818182,0.09090909090909091,Design
0.85,both,33,107,107,8,2,97,0.07476635514018691,0.018691588785046728,0.9065420560747663,Deployment
0.85,both,17,184,184,53,121,10,0.28804347826086957,0.657608695652174,0.05434782608695652,Training
0.85,both,10,223,223,8,3,212,0.03587443946188341,0.013452914798206279,0.9506726457399103,Deployment
0.85,both,23,80,80,35,20,25,0.4375,0.25,0.3125,Design
0.85,both,1,93,93,48,20,25,0.5161290322580645,0.21505376344086022,0.26881720430107525,Design
0.85,both,7,248,248,38,0,210,0.1532258064516129,0.0,0.8467741935483871,Deployment
0.85,both,32,48,48,16,1,31,0.3333333333333333,0.020833333333333332,0.6458333333333334,Deployment
0.85,both,9,71,71,14,0,57,0.19718309859154928,0.0,0.8028169014084507,Deployment
0.85,both,12,168,168,4,0,164,0.023809523809523808,0.0,0.9761904761904762,Deployment
0.85,both,2,36,36,0,35,1,0.0,0.9722222222222222,0.027777777777777776,Training
0.85,both,34,125,125,8,2,115,0.064,0.016,0.92,Deployment
0.85,both,36,109,109,1,0,108,0.009174311926605505,0.0,0.9908256880733946,Deployment
0.85,both,4,21,21,12,0,9,0.5714285714285714,0.0,0.42857142857142855,Design
0.85,both,11,81,81,9,0,72,0.1111111111111111,0.0,0.8888888888888888,Deployment
0.85,both,0,93,93,14,4,75,0.15053763440860216,0.043010752688172046,0.8064516129032258,Deployment
0.85,both,27,11,11,0,0,11,0.0,0.0,1.0,Deployment
0.85,both,29,7,7,0,2,5,0.0,0.2857142857142857,0.7142857142857143,Deployment
0.85,both,38,26,26,0,10,16,0.0,0.38461538461538464,0.6153846153846154,Deployment
0.85,both,25,19,19,0,0,19,0.0,0.0,1.0,Deployment
0.85,both,37,39,39,1,0,38,0.02564102564102564,0.0,0.9743589743589743,Deployment
0.85,both,5,45,45,4,39,2,0.08888888888888889,0.8666666666666667,0.044444444444444446,Training
0.85,both,21,37,37,0,0,37,0.0,0.0,1.0,Deployment
0.85,both,20,12,12,0,0,12,0.0,0.0,1.0,Deployment
0.85,both,30,18,18,0,18,0,0.0,1.0,0.0,Training
0.85,both,24,7,7,0,5,2,0.0,0.7142857142857143,0.2857142857142857,Training
0.85,both,39,1,1,1,0,0,1.0,0.0,0.0,Design
0.9,unconstrained,32,53,53,2,50,1,0.03773584905660377,0.9433962264150944,0.018867924528301886,Training
0.9,unconstrained,25,105,105,45,4,56,0.42857142857142855,0.0380952380952381,0.5333333333333333,Deployment
0.9,unconstrained,24,78,78,1,76,1,0.01282051282051282,0.9743589743589743,0.01282051282051282,Training
0.9,unconstrained,6,111,111,41,61,9,0.36936936936936937,0.5495495495495496,0.08108108108108109,Training
0.9,unconstrained,35,185,185,17,162,6,0.0918918918918919,0.8756756756756757,0.032432432432432434,Training
0.9,unconstrained,15,87,87,3,2,82,0.034482758620689655,0.022988505747126436,0.9425287356321839,Deployment
0.9,unconstrained,0,126,126,53,66,7,0.42063492063492064,0.5238095238095238,0.05555555555555555,Training
0.9,unconstrained,8,259,259,18,0,241,0.0694980694980695,0.0,0.9305019305019305,Deployment
0.9,unconstrained,9,122,122,112,4,6,0.9180327868852459,0.03278688524590164,0.04918032786885246,Design
0.9,unconstrained,34,71,71,49,19,3,0.6901408450704225,0.2676056338028169,0.04225352112676056,Design
0.9,unconstrained,22,69,69,4,4,61,0.057971014492753624,0.057971014492753624,0.8840579710144928,Deployment
0.9,unconstrained,14,15,15,0,0,15,0.0,0.0,1.0,Deployment
0.9,unconstrained,16,25,25,3,4,18,0.12,0.16,0.72,Deployment
0.9,unconstrained,23,101,101,17,17,67,0.16831683168316833,0.16831683168316833,0.6633663366336634,Deployment
0.9,unconstrained,4,203,203,10,5,188,0.04926108374384237,0.024630541871921183,0.9261083743842364,Deployment
0.9,unconstrained,1,106,106,11,5,90,0.10377358490566038,0.04716981132075472,0.8490566037735849,Deployment
0.9,unconstrained,2,76,76,35,24,17,0.4605263157894737,0.3157894736842105,0.2236842105263158,Design
0.9,unconstrained,19,80,80,34,42,4,0.425,0.525,0.05,Training
0.9,unconstrained,28,19,19,0,0,19,0.0,0.0,1.0,Deployment
0.9,unconstrained,26,174,174,18,148,8,0.10344827586206896,0.8505747126436781,0.04597701149425287,Training
0.9,unconstrained,17,42,42,5,3,34,0.11904761904761904,0.07142857142857142,0.8095238095238095,Deployment
0.9,unconstrained,5,190,190,11,6,173,0.05789473684210526,0.031578947368421054,0.9105263157894737,Deployment
0.9,unconstrained,18,53,53,2,47,4,0.03773584905660377,0.8867924528301887,0.07547169811320754,Training
0.9,unconstrained,36,38,38,28,8,2,0.7368421052631579,0.21052631578947367,0.05263157894736842,Design
0.9,unconstrained,21,48,48,19,1,28,0.3958333333333333,0.020833333333333332,0.5833333333333334,Deployment
0.9,unconstrained,10,95,95,4,0,91,0.042105263157894736,0.0,0.9578947368421052,Deployment
0.9,unconstrained,39,42,42,7,0,35,0.16666666666666666,0.0,0.8333333333333334,Deployment
0.9,unconstrained,38,68,68,1,0,67,0.014705882352941176,0.0,0.9852941176470589,Deployment
0.9,unconstrained,11,117,117,11,0,106,0.09401709401709402,0.0,0.905982905982906,Deployment
0.9,unconstrained,13,26,26,1,6,19,0.038461538461538464,0.23076923076923078,0.7307692307692307,Deployment
0.9,unconstrained,3,22,22,13,0,9,0.5909090909090909,0.0,0.4090909090909091,Design
0.9,unconstrained,31,28,28,4,0,24,0.14285714285714285,0.0,0.8571428571428571,Deployment
0.9,unconstrained,33,34,34,0,0,34,0.0,0.0,1.0,Deployment
0.9,unconstrained,27,23,23,2,20,1,0.08695652173913043,0.8695652173913043,0.043478260869565216,Training
0.9,unconstrained,20,25,25,2,22,1,0.08,0.88,0.04,Training
0.9,unconstrained,30,17,17,3,14,0,0.17647058823529413,0.8235294117647058,0.0,Training
0.9,unconstrained,7,12,12,12,0,0,1.0,0.0,0.0,Design
0.9,unconstrained,12,14,14,3,0,11,0.21428571428571427,0.0,0.7857142857142857,Deployment
0.9,unconstrained,37,6,6,0,5,1,0.0,0.8333333333333334,0.16666666666666666,Training
0.9,unconstrained,29,5,5,0,2,3,0.0,0.4,0.6,Deployment
0.9,single_risk,29,53,53,2,50,1,0.03773584905660377,0.9433962264150944,0.018867924528301886,Training
0.9,single_risk,9,111,111,49,4,58,0.44144144144144143,0.036036036036036036,0.5225225225225225,Deployment
0.9,single_risk,17,122,122,2,116,4,0.01639344262295082,0.9508196721311475,0.03278688524590164,Training
0.9,single_risk,20,104,104,37,59,8,0.3557692307692308,0.5673076923076923,0.07692307692307693,Training
0.9,single_risk,34,177,177,17,152,8,0.096045197740113,0.8587570621468926,0.04519774011299435,Training
0.9,single_risk,26,97,97,44,49,4,0.4536082474226804,0.5051546391752577,0.041237113402061855,Training
0.9,single_risk,8,255,255,18,0,237,0.07058823529411765,0.0,0.9294117647058824,Deployment
0.9,single_risk,4,51,51,42,2,7,0.8235294117647058,0.0392156862745098,0.13725490196078433,Design
0.9,single_risk,24,85,85,80,2,3,0.9411764705882353,0.023529411764705882,0.03529411764705882,Design
0.9,single_risk,21,90,90,57,29,4,0.6333333333333333,0.32222222222222224,0.044444444444444446,Design
0.9,single_risk,25,66,66,3,5,58,0.045454545454545456,0.07575757575757576,0.8787878787878788,Deployment
0.9,single_risk,6,53,53,5,0,48,0.09433962264150944,0.0,0.9056603773584906,Deployment
0.9,single_risk,36,24,24,3,4,17,0.125,0.16666666666666666,0.7083333333333334,Deployment
0.9,single_risk,22,94,94,15,17,62,0.1595744680851064,0.18085106382978725,0.6595744680851063,Deployment
0.9,single_risk,5,202,202,9,4,189,0.04455445544554455,0.019801980198019802,0.9356435643564357,Deployment
0.9,single_risk,19,80,80,7,4,69,0.0875,0.05,0.8625,Deployment
0.9,single_risk,0,122,122,53,51,18,0.4344262295081967,0.4180327868852459,0.14754098360655737,Design
0.9,single_risk,11,57,57,0,0,57,0.0,0.0,1.0,Deployment
0.9,single_risk,13,178,178,17,154,7,0.09550561797752809,0.8651685393258427,0.03932584269662921,Training
0.9,single_risk,3,47,47,1,1,45,0.02127659574468085,0.02127659574468085,0.9574468085106383,Deployment
0.9,single_risk,10,199,199,11,7,181,0.05527638190954774,0.035175879396984924,0.9095477386934674,Deployment
0.9,single_risk,14,21,21,13,5,3,0.6190476190476191,0.23809523809523808,0.14285714285714285,Design
0.9,single_risk,1,62,62,45,15,2,0.7258064516129032,0.24193548387096775,0.03225806451612903,Design
0.9,single_risk,35,27,27,5,1,21,0.18518518518518517,0.037037037037037035,0.7777777777777778,Deployment
0.9,single_risk,28,46,46,15,1,30,0.32608695652173914,0.021739130434782608,0.6521739130434783,Deployment
0.9,single_risk,18,53,53,4,0,49,0.07547169811320754,0.0,0.9245283018867925,Deployment
0.9,single_risk,33,39,39,6,0,33,0.15384615384615385,0.0,0.8461538461538461,Deployment
0.9,single_risk,7,142,142,7,0,135,0.04929577464788732,0.0,0.9507042253521126,Deployment
0.9,single_risk,12,29,29,2,9,18,0.06896551724137931,0.3103448275862069,0.6206896551724138,Deployment
0.9,single_risk,38,72,72,2,2,68,0.027777777777777776,0.027777777777777776,0.9444444444444444,Deployment
0.9,single_risk,16,35,35,4,1,30,0.11428571428571428,0.02857142857142857,0.8571428571428571,Deployment
0.9,single_risk,39,15,15,5,6,4,0.3333333333333333,0.4,0.26666666666666666,Training
0.9,single_risk,15,6,6,1,0,5,0.16666666666666666,0.0,0.8333333333333334,Deployment
0.9,single_risk,30,25,25,3,21,1,0.12,0.84,0.04,Training
0.9,single_risk,27,26,26,3,22,1,0.11538461538461539,0.8461538461538461,0.038461538461538464,Training
0.9,single_risk,2,35,35,9,1,25,0.2571428571428571,0.02857142857142857,0.7142857142857143,Deployment
0.9,single_risk,32,18,18,3,15,0,0.16666666666666666,0.8333333333333334,0.0,Training
0.9,single_risk,23,9,9,1,0,8,0.1111111111111111,0.0,0.8888888888888888,Deployment
0.9,single_risk,31,6,6,0,5,1,0.0,0.8333333333333334,0.16666666666666666,Training
0.9,single_risk,37,5,5,0,2,3,0.0,0.4,0.6,Deployment
0.9,monotonic,33,52,52,2,49,1,0.038461538461538464,0.9423076923076923,0.019230769230769232,Training
0.9,monotonic,0,111,111,46,5,60,0.4144144144144144,0.04504504504504504,0.5405405405405406,Deployment
0.9,monotonic,3,136,136,7,125,4,0.051470588235294115,0.9191176470588235,0.029411764705882353,Training
0.9,monotonic,27,98,98,36,60,2,0.3673469387755102,0.6122448979591837,0.02040816326530612,Training
0.9,monotonic,39,205,205,13,184,8,0.06341463414634146,0.8975609756097561,0.03902439024390244,Training
0.9,monotonic,28,105,105,6,2,97,0.05714285714285714,0.01904761904761905,0.9238095238095239,Deployment
0.9,monotonic,25,86,86,39,46,1,0.45348837209302323,0.5348837209302325,0.011627906976744186,Training
0.9,monotonic,26,212,212,16,0,196,0.07547169811320754,0.0,0.9245283018867925,Deployment
0.9,monotonic,19,39,39,33,2,4,0.8461538461538461,0.05128205128205128,0.10256410256410256,Design
