edge_config,mode,node_type,cluster_id,year_min,year_max,year_range,year_mean,year_median,n_nodes_with_year,cluster_size
0.85,monotonic,intervention,27,2008,2023,15,2020.9058295964126,2022.0,223,225
0.85,monotonic,intervention,0,2010,2023,13,2020.1693989071039,2020.0,183,184
0.85,monotonic,intervention,7,2012,2023,11,2020.1888888888889,2021.0,90,90
0.85,monotonic,intervention,2,2009,2023,14,2019.6573705179283,2021.0,251,253
0.85,monotonic,intervention,9,2011,2023,12,2020.08547008547,2022.0,117,118
0.85,monotonic,intervention,35,2015,2023,8,2022.030303030303,2023.0,66,70
0.85,monotonic,intervention,6,2011,2023,12,2021.3425925925926,2022.0,216,219
0.85,monotonic,intervention,12,2020,2023,3,2022.3243243243244,2023.0,37,37
0.85,monotonic,intervention,15,2009,2023,14,2021.3428571428572,2022.0,140,140
0.85,monotonic,intervention,16,2005,2023,18,2019.6785714285713,2021.0,112,112
0.85,monotonic,intervention,17,2012,2023,11,2020.469387755102,2021.0,49,49
0.85,monotonic,intervention,25,2013,2023,10,2020.4266666666667,2021.0,75,75
0.85,monotonic,intervention,22,2013,2023,10,2018.909090909091,2020.0,11,11
0.85,monotonic,intervention,21,2014,2022,8,2020.142857142857,2021.0,7,7
0.85,monotonic,intervention,24,2015,2022,7,2020.2105263157894,2020.0,19,19
0.85,monotonic,intervention,29,2012,2023,11,2021.028735632184,2022.0,174,174
0.85,monotonic,intervention,4,2012,2023,11,2018.7105263157894,2019.0,38,38
0.85,monotonic,intervention,14,2013,2023,10,2019.56,2021.0,25,25
0.85,monotonic,intervention,34,2012,2022,10,2019.75,2020.0,20,20
0.85,monotonic,intervention,11,2013,2023,10,2020.0,2020.0,47,47
0.85,monotonic,intervention,31,2018,2023,5,2022.2368421052631,2023.0,38,38
0.85,monotonic,intervention,28,2016,2023,7,2020.7826086956522,2021.0,23,23
0.85,monotonic,intervention,23,2022,2023,1,2022.142857142857,2022.0,7,7
0.85,monotonic,all_concepts,31,2010,2023,13,2019.3352601156068,2020.0,173,173
0.85,monotonic,all_concepts,30,2003,2023,20,2017.0154639175257,2017.0,388,388
0.85,monotonic,all_concepts,17,2010,2023,13,2018.7116788321168,2020.0,274,274
0.85,monotonic,all_concepts,20,2007,2023,16,2020.5092748735244,2021.0,593,593
0.85,monotonic,all_concepts,35,2006,2023,17,2020.9809523809524,2022.0,420,420
0.85,monotonic,all_concepts,14,2012,2023,11,2021.2637075718017,2022.0,383,383
0.85,monotonic,all_concepts,13,2002,2023,21,2019.055737704918,2019.0,610,610
0.85,monotonic,all_concepts,9,2006,2023,17,2020.351629502573,2021.0,583,584
0.85,monotonic,all_concepts,33,2015,2023,8,2021.987341772152,2022.0,237,237
0.85,monotonic,all_concepts,8,2006,2023,17,2019.6741996233523,2020.0,531,531
0.85,monotonic,all_concepts,21,2012,2023,11,2020.475113122172,2022.0,221,221
0.85,monotonic,all_concepts,11,2002,2023,21,2019.6280048076924,2020.0,1664,1665
0.85,monotonic,all_concepts,22,2010,2023,13,2018.566265060241,2019.0,83,87
0.85,monotonic,all_concepts,24,2008,2023,15,2021.5215110178383,2022.0,953,966
0.85,monotonic,all_concepts,34,2018,2023,5,2021.08,2021.0,150,152
0.85,monotonic,all_concepts,5,2008,2023,15,2020.947049924357,2022.0,661,668
0.85,monotonic,all_concepts,1,2006,2023,17,2020.7437557816836,2022.0,1081,1082
0.85,monotonic,all_concepts,18,2003,2023,20,2021.2280701754387,2022.0,456,458
0.85,monotonic,all_concepts,0,2009,2023,14,2019.77441332324,2020.0,1321,1321
0.85,monotonic,all_concepts,4,2010,2023,13,2019.8950570342206,2020.0,1315,1316
0.85,monotonic,all_concepts,2,2003,2023,20,2019.705565529623,2021.0,557,563
0.85,monotonic,all_concepts,19,2009,2023,14,2019.8084832904885,2022.0,778,780
0.85,monotonic,all_concepts,37,2008,2023,15,2021.323076923077,2023.0,65,66
0.85,monotonic,all_concepts,23,2015,2023,8,2021.9545454545455,2023.0,132,148
0.85,monotonic,all_concepts,27,2012,2023,11,2020.864406779661,2022.0,472,477
0.85,monotonic,all_concepts,32,2017,2023,6,2021.4166666666667,2022.0,84,84
0.85,monotonic,all_concepts,15,2014,2023,9,2021.5353535353536,2022.0,99,99
0.85,monotonic,all_concepts,10,2013,2023,10,2021.079295154185,2022.0,227,227
0.85,monotonic,all_concepts,6,2006,2023,17,2020.890410958904,2021.0,292,292
0.85,monotonic,all_concepts,3,2013,2023,10,2020.801886792453,2021.0,106,106
0.85,monotonic,all_concepts,12,2012,2023,11,2022.1194331983806,2023.0,494,495
0.85,monotonic,all_concepts,26,2003,2023,20,2020.0514705882354,2022.0,136,136
0.85,monotonic,all_concepts,25,2008,2023,15,2021.1748878923768,2022.0,223,224
0.85,monotonic,all_concepts,16,2008,2023,15,2020.44578313253,2021.0,83,83
0.85,monotonic,all_concepts,29,2009,2023,14,2018.648148148148,2017.0,108,108
0.85,monotonic,all_concepts,38,2012,2022,10,2018.3636363636363,2020.0,22,22
0.85,monotonic,all_concepts,28,2008,2023,15,2019.592356687898,2021.0,157,157
0.85,monotonic,all_concepts,36,2006,2023,17,2019.8852459016393,2020.0,61,61
0.85,monotonic,all_concepts,7,2008,2023,15,2019.8857142857144,2021.0,140,140
0.85,monotonic,all_concepts,39,2022,2023,1,2022.5806451612902,2023.0,31,31
0.85,monotonic,problem_analysis,19,2003,2023,20,2019.139705882353,2019.0,136,136
0.85,monotonic,problem_analysis,9,2009,2023,14,2019.3296703296703,2020.0,91,92
0.85,monotonic,problem_analysis,30,2006,2023,17,2019.076923076923,2021.0,52,52
0.85,monotonic,problem_analysis,24,2012,2023,11,2020.7586206896551,2022.0,145,145
0.85,monotonic,problem_analysis,33,2006,2023,17,2020.137254901961,2021.0,102,102
0.85,monotonic,problem_analysis,13,2006,2023,17,2020.9609929078015,2022.0,282,282
0.85,monotonic,problem_analysis,0,2007,2023,16,2020.2846347607053,2021.0,397,397
0.85,monotonic,problem_analysis,23,2017,2023,6,2021.4,2022.0,80,80
0.85,monotonic,problem_analysis,37,2018,2023,5,2022.2222222222222,2023.0,18,18
0.85,monotonic,problem_analysis,5,2012,2023,11,2019.5,2020.5,116,116
0.85,monotonic,problem_analysis,4,2010,2023,13,2019.8214285714287,2020.0,280,281
0.85,monotonic,problem_analysis,18,2015,2023,8,2020.4947368421053,2021.0,95,95
0.85,monotonic,problem_analysis,26,2014,2023,9,2020.1060606060605,2020.0,132,132
0.85,monotonic,problem_analysis,39,2006,2023,17,2021.0357142857142,2022.0,28,28
0.85,monotonic,problem_analysis,11,2011,2023,12,2018.375,2019.0,40,40
0.85,monotonic,problem_analysis,34,2008,2023,15,2021.5024390243902,2022.0,205,210
0.85,monotonic,problem_analysis,6,2010,2023,13,2020.9607843137255,2022.0,102,103
0.85,monotonic,problem_analysis,14,2011,2023,12,2018.6732673267327,2019.0,101,101
0.85,monotonic,problem_analysis,35,2002,2023,21,2019.0392156862745,2020.0,51,51
0.85,monotonic,problem_analysis,21,2008,2023,15,2021.28025477707,2022.0,157,163
0.85,monotonic,problem_analysis,3,2008,2023,15,2020.135593220339,2021.0,59,59
0.85,monotonic,problem_analysis,1,2009,2023,14,2020.078431372549,2020.0,204,204
0.85,monotonic,problem_analysis,7,2010,2023,13,2019.8684210526317,2021.0,38,38
0.85,monotonic,problem_analysis,38,2009,2023,14,2019.081081081081,2020.0,37,37
0.85,monotonic,problem_analysis,36,2011,2023,12,2020.232,2022.0,125,125
0.85,monotonic,problem_analysis,15,2003,2023,20,2019.6928104575163,2021.0,153,153
0.85,monotonic,problem_analysis,8,2008,2023,15,2021.2098214285713,2022.0,224,226
0.85,monotonic,problem_analysis,27,2010,2023,13,2020.6648936170213,2022.0,188,188
0.85,monotonic,problem_analysis,10,2012,2023,11,2021.844827586207,2023.0,116,116
0.85,monotonic,problem_analysis,16,2005,2023,18,2020.627659574468,2022.0,94,95
0.85,monotonic,problem_analysis,29,2012,2023,11,2020.6410256410256,2022.0,78,78
0.85,monotonic,problem_analysis,17,2011,2023,12,2020.766169154229,2022.0,201,201
0.85,monotonic,problem_analysis,25,2019,2023,4,2022.1176470588234,2023.0,17,17
0.85,monotonic,problem_analysis,22,2008,2023,15,2021.5454545454545,2023.0,66,68
0.85,monotonic,problem_analysis,31,2008,2023,15,2019.015873015873,2020.0,63,63
0.85,monotonic,problem_analysis,28,2013,2023,10,2020.5245901639344,2021.0,61,61
0.85,monotonic,problem_analysis,2,2014,2023,9,2020.875,2022.0,64,64
0.85,monotonic,problem_analysis,12,2016,2023,7,2021.7564102564102,2022.0,78,78
0.85,monotonic,problem_analysis,32,2013,2023,10,2017.8181818181818,2018.0,11,11
0.85,monotonic,problem_analysis,20,2013,2021,8,2017.3333333333333,2018.0,3,3
0.85,monotonic,theoretical_insight,6,2003,2023,20,2019.5,2020.0,104,105
0.85,monotonic,theoretical_insight,2,2005,2023,18,2020.0761904761905,2022.0,105,105
0.85,monotonic,theoretical_insight,39,2009,2023,14,2020.2012987012988,2021.0,154,154
0.85,monotonic,theoretical_insight,0,2006,2023,17,2019.234375,2020.0,128,128
0.85,monotonic,theoretical_insight,18,2003,2023,20,2017.3333333333333,2018.0,72,72
0.85,monotonic,theoretical_insight,5,2012,2023,11,2019.880733944954,2020.0,109,109
0.85,monotonic,theoretical_insight,11,2009,2023,14,2020.292817679558,2022.0,181,181
0.85,monotonic,theoretical_insight,16,2013,2023,10,2021.2796610169491,2022.0,118,121
0.85,monotonic,theoretical_insight,32,2012,2023,11,2020.5526315789473,2021.0,38,38
0.85,monotonic,theoretical_insight,25,2018,2023,5,2022.03125,2022.0,64,64
0.85,monotonic,theoretical_insight,20,2006,2023,17,2019.9328358208954,2021.0,134,134
0.85,monotonic,theoretical_insight,34,2010,2023,13,2019.3015873015872,2020.0,63,63
0.85,monotonic,theoretical_insight,30,2014,2023,9,2021.25,2022.0,40,40
0.85,monotonic,theoretical_insight,26,2012,2023,11,2020.4444444444443,2020.0,81,81
0.85,monotonic,theoretical_insight,12,2006,2023,17,2019.5636363636363,2020.0,55,55
0.85,monotonic,theoretical_insight,1,2010,2023,13,2019.0,2019.5,120,120
0.85,monotonic,theoretical_insight,31,2014,2023,9,2019.7751937984497,2019.0,129,129
0.85,monotonic,theoretical_insight,37,2012,2023,11,2019.2962962962963,2020.0,27,27
0.85,monotonic,theoretical_insight,4,2012,2023,11,2021.240418118467,2022.0,287,289
0.85,monotonic,theoretical_insight,22,2006,2023,17,2019.8202247191011,2020.0,89,89
0.85,monotonic,theoretical_insight,33,2012,2023,11,2022.013888888889,2022.5,72,72
0.85,monotonic,theoretical_insight,8,2016,2023,7,2020.391304347826,2021.0,23,23
0.85,monotonic,theoretical_insight,17,2002,2022,20,2018.323076923077,2019.0,65,65
0.85,monotonic,theoretical_insight,15,2013,2023,10,2020.276595744681,2022.0,47,47
0.85,monotonic,theoretical_insight,28,2020,2023,3,2021.875,2022.0,8,8
0.85,monotonic,theoretical_insight,21,2019,2023,4,2022.1346153846155,2022.0,52,52
0.85,monotonic,theoretical_insight,29,2018,2023,5,2022.25,2023.0,24,28
0.85,monotonic,theoretical_insight,3,2010,2023,13,2020.980198019802,2022.0,101,101
0.85,monotonic,theoretical_insight,9,2011,2023,12,2019.5,2021.0,74,75
0.85,monotonic,theoretical_insight,7,2010,2023,13,2019.984962406015,2020.0,133,133
0.85,monotonic,theoretical_insight,10,2015,2023,8,2021.0,2021.5,56,56
0.85,monotonic,theoretical_insight,13,2013,2023,10,2021.3820224719102,2022.0,89,89
0.85,monotonic,theoretical_insight,14,2014,2023,9,2019.7333333333333,2022.0,15,15
0.85,monotonic,theoretical_insight,24,2016,2023,7,2021.5588235294117,2022.0,34,34
0.85,monotonic,theoretical_insight,36,2012,2023,11,2019.4347826086957,2020.0,23,23
0.85,monotonic,theoretical_insight,23,2016,2022,6,2017.4166666666667,2016.0,12,12
0.85,monotonic,theoretical_insight,27,2014,2023,9,2020.8333333333333,2021.0,12,12
0.85,monotonic,theoretical_insight,19,2012,2023,11,2019.0625,2019.5,32,32
0.85,monotonic,theoretical_insight,38,2012,2023,11,2019.5333333333333,2020.0,30,30
0.85,monotonic,theoretical_insight,35,2022,2022,0,2022.0,2022.0,5,5
0.85,monotonic,design_rationale,10,2014,2022,8,2018.9772727272727,2019.0,44,44
0.85,monotonic,design_rationale,4,2010,2023,13,2018.8688524590164,2020.0,61,61
0.85,monotonic,design_rationale,30,2003,2022,19,2016.5357142857142,2016.0,56,56
0.85,monotonic,design_rationale,14,2006,2023,17,2020.7288135593221,2022.0,177,177
0.85,monotonic,design_rationale,38,2006,2023,17,2020.8531468531469,2021.0,143,143
0.85,monotonic,design_rationale,29,2012,2023,11,2019.695238095238,2020.0,210,211
0.85,monotonic,design_rationale,11,2009,2023,14,2020.3333333333333,2022.0,147,148
0.85,monotonic,design_rationale,6,2012,2023,11,2020.0625,2021.0,96,96
0.85,monotonic,design_rationale,9,2008,2022,14,2019.25,2019.0,68,68
0.85,monotonic,design_rationale,0,2012,2023,11,2019.711229946524,2020.0,187,187
0.85,monotonic,design_rationale,5,2012,2023,11,2021.128205128205,2022.0,39,39
0.85,monotonic,design_rationale,1,2002,2023,21,2019.5573770491803,2021.0,61,61
0.85,monotonic,design_rationale,15,2010,2022,12,2019.151724137931,2020.0,145,145
0.85,monotonic,design_rationale,2,2013,2023,10,2021.4774774774776,2022.0,222,224
0.85,monotonic,design_rationale,7,2014,2023,9,2021.0076335877864,2022.0,131,131
0.85,monotonic,design_rationale,12,2021,2023,2,2022.4166666666667,2022.5,12,12
0.85,monotonic,design_rationale,17,2006,2023,17,2019.5753424657535,2020.0,146,146
0.85,monotonic,design_rationale,22,2017,2023,6,2021.7674418604652,2022.0,43,43
0.85,monotonic,design_rationale,37,2015,2023,8,2021.549019607843,2022.0,51,51
0.85,monotonic,design_rationale,8,2010,2023,13,2020.7173913043478,2022.0,46,46
0.85,monotonic,design_rationale,13,2016,2023,7,2021.467741935484,2022.0,62,63
0.85,monotonic,design_rationale,31,2011,2023,12,2020.2473684210527,2022.0,190,190
0.85,monotonic,design_rationale,18,2015,2023,8,2021.8666666666666,2022.5,60,65
0.85,monotonic,design_rationale,19,2012,2023,11,2020.1333333333334,2022.0,60,60
0.85,monotonic,design_rationale,39,2014,2023,9,2021.0,2022.0,16,17
0.85,monotonic,design_rationale,36,2005,2023,18,2019.8,2021.0,70,70
0.85,monotonic,design_rationale,23,2012,2023,11,2019.8285714285714,2021.0,35,35
0.85,monotonic,design_rationale,3,2016,2023,7,2020.6666666666667,2021.0,108,108
0.85,monotonic,design_rationale,16,2012,2023,11,2020.4931506849316,2021.0,73,73
0.85,monotonic,design_rationale,26,2016,2022,6,2019.6666666666667,2020.0,12,12
0.85,monotonic,design_rationale,20,2018,2022,4,2020.5263157894738,2021.0,19,19
0.85,monotonic,design_rationale,24,2021,2023,2,2022.3333333333333,2023.0,6,6
0.85,monotonic,design_rationale,35,2006,2023,17,2018.9833333333333,2020.0,60,60
0.85,monotonic,design_rationale,34,2009,2023,14,2019.3191489361702,2020.0,47,47
0.85,monotonic,design_rationale,28,2015,2023,8,2021.2222222222222,2022.0,9,9
0.85,monotonic,design_rationale,25,2014,2023,9,2020.2727272727273,2021.0,11,11
0.85,monotonic,design_rationale,33,2018,2023,5,2021.5,2022.5,6,6
0.85,monotonic,design_rationale,27,2008,2023,15,2020.4516129032259,2021.0,31,31
0.85,monotonic,design_rationale,32,2017,2023,6,2019.6923076923076,2019.0,13,13
0.85,monotonic,design_rationale,21,2018,2022,4,2020.0,2020.0,6,6
0.85,monotonic,implementation_mechanism,35,2016,2022,6,2020.027027027027,2020.0,37,37
0.85,monotonic,implementation_mechanism,23,2003,2023,20,2018.2985074626865,2018.0,67,67
0.85,monotonic,implementation_mechanism,21,2003,2023,20,2017.7317073170732,2018.0,82,82
0.85,monotonic,implementation_mechanism,9,2013,2023,10,2020.927536231884,2022.0,138,138
0.85,monotonic,implementation_mechanism,20,2009,2023,14,2021.4114832535886,2022.0,209,209
0.85,monotonic,implementation_mechanism,26,2006,2023,17,2019.5412844036698,2019.0,109,109
0.85,monotonic,implementation_mechanism,3,2008,2023,15,2020.2619047619048,2022.0,42,42
0.85,monotonic,implementation_mechanism,33,2013,2023,10,2019.5208333333333,2019.0,48,48
0.85,monotonic,implementation_mechanism,8,2012,2023,11,2019.929411764706,2022.0,85,85
0.85,monotonic,implementation_mechanism,0,2012,2023,11,2019.5454545454545,2020.0,154,154
0.85,monotonic,implementation_mechanism,4,2018,2023,5,2022.1666666666667,2023.0,36,37
0.85,monotonic,implementation_mechanism,10,2010,2023,13,2019.387878787879,2020.0,165,167
0.85,monotonic,implementation_mechanism,28,2022,2023,1,2022.125,2022.0,8,8
0.85,monotonic,implementation_mechanism,1,2006,2023,17,2020.9318181818182,2022.0,132,133
0.85,monotonic,implementation_mechanism,2,2013,2023,10,2021.3287671232877,2022.0,219,222
0.85,monotonic,implementation_mechanism,17,2005,2022,17,2019.1439393939395,2020.0,132,132
0.85,monotonic,implementation_mechanism,37,2010,2023,13,2019.71875,2020.0,96,96
0.85,monotonic,implementation_mechanism,19,2013,2023,10,2020.9484536082475,2022.0,97,97
0.85,monotonic,implementation_mechanism,36,2012,2023,11,2019.1875,2019.0,48,48
0.85,monotonic,implementation_mechanism,12,2015,2023,8,2020.84375,2021.5,64,64
0.85,monotonic,implementation_mechanism,24,2013,2023,10,2021.5,2022.0,80,80
0.85,monotonic,implementation_mechanism,5,2006,2023,17,2020.7288135593221,2022.0,59,59
0.85,monotonic,implementation_mechanism,38,2002,2023,21,2019.1818181818182,2019.0,55,55
0.85,monotonic,implementation_mechanism,15,2009,2023,14,2020.005988023952,2022.0,167,167
0.85,monotonic,implementation_mechanism,39,2011,2023,12,2020.4516129032259,2022.0,31,32
0.85,monotonic,implementation_mechanism,11,2012,2023,11,2020.4102564102564,2021.0,78,78
0.85,monotonic,implementation_mechanism,32,2013,2023,10,2021.4109589041095,2023.0,73,78
0.85,monotonic,implementation_mechanism,18,2013,2023,10,2021.595238095238,2023.0,126,126
0.85,monotonic,implementation_mechanism,6,2011,2023,12,2020.1333333333334,2022.0,75,75
0.85,monotonic,implementation_mechanism,16,2013,2023,10,2019.8,2021.0,60,60
0.85,monotonic,implementation_mechanism,30,2006,2023,17,2020.2549019607843,2021.0,51,51
0.85,monotonic,implementation_mechanism,22,2012,2023,11,2019.5822784810127,2020.0,79,79
0.85,monotonic,implementation_mechanism,13,2012,2023,11,2019.7666666666667,2020.0,30,30
0.85,monotonic,implementation_mechanism,34,2015,2022,7,2019.388888888889,2019.5,18,18
0.85,monotonic,implementation_mechanism,14,2018,2023,5,2020.2857142857142,2020.0,21,21
0.85,monotonic,implementation_mechanism,25,2017,2022,5,2019.75,2020.0,8,8
0.85,monotonic,implementation_mechanism,27,2019,2023,4,2021.4444444444443,2021.0,18,18
0.85,monotonic,implementation_mechanism,7,2011,2023,12,2019.2727272727273,2019.0,33,33
0.85,monotonic,implementation_mechanism,29,2013,2023,10,2019.659090909091,2020.5,44,44
0.85,monotonic,implementation_mechanism,31,2018,2023,5,2021.0,2021.0,16,16
0.85,monotonic,validation_evidence,2,2003,2023,20,2019.1754385964912,2020.0,171,171
0.85,monotonic,validation_evidence,11,2006,2023,17,2018.5774647887324,2019.0,71,71
0.85,monotonic,validation_evidence,28,2012,2023,11,2020.887323943662,2022.0,71,71
0.85,monotonic,validation_evidence,24,2013,2023,10,2021.6097560975609,2022.0,41,41
0.85,monotonic,validation_evidence,4,2017,2023,6,2021.0,2021.0,45,45
0.85,monotonic,validation_evidence,10,2013,2023,10,2020.1545454545455,2020.0,110,111
0.85,monotonic,validation_evidence,13,2012,2023,11,2019.7111111111112,2020.0,45,45
0.85,monotonic,validation_evidence,1,2009,2023,14,2019.4177215189873,2021.0,158,158
0.85,monotonic,validation_evidence,16,2013,2023,10,2020.5045871559632,2021.0,109,109
0.85,monotonic,validation_evidence,5,2012,2023,11,2021.2571428571428,2022.0,140,144
0.85,monotonic,validation_evidence,17,2012,2023,11,2019.3268292682926,2019.0,205,205
0.85,monotonic,validation_evidence,22,2012,2023,11,2019.6166666666666,2020.0,60,60
0.85,monotonic,validation_evidence,12,2012,2023,11,2019.6782608695653,2020.0,115,115
0.85,monotonic,validation_evidence,0,2011,2023,12,2020.9777777777779,2021.5,90,90
0.85,monotonic,validation_evidence,29,2015,2023,8,2020.3170731707316,2021.0,41,41
0.85,monotonic,validation_evidence,27,2010,2023,13,2017.9148936170213,2019.0,47,47
0.85,monotonic,validation_evidence,33,2006,2023,17,2018.7857142857142,2020.0,42,42
0.85,monotonic,validation_evidence,8,2010,2023,13,2021.85,2023.0,80,80
0.85,monotonic,validation_evidence,25,2003,2023,20,2019.4313725490197,2020.0,204,204
0.85,monotonic,validation_evidence,18,2013,2023,10,2020.7446808510638,2022.0,47,47
0.85,monotonic,validation_evidence,35,2019,2023,4,2021.7083333333333,2022.0,24,24
0.85,monotonic,validation_evidence,34,2003,2023,20,2020.7283950617284,2022.0,81,81
0.85,monotonic,validation_evidence,7,2009,2023,14,2020.8539325842696,2022.0,89,89
0.85,monotonic,validation_evidence,15,2005,2023,18,2020.1549295774648,2022.0,71,72
0.85,monotonic,validation_evidence,39,2018,2023,5,2021.851851851852,2022.0,27,30
0.85,monotonic,validation_evidence,20,2013,2023,10,2020.7272727272727,2022.0,22,22
0.85,monotonic,validation_evidence,36,2013,2023,10,2020.1136363636363,2021.0,44,44
0.85,monotonic,validation_evidence,6,2014,2023,9,2022.1803278688524,2023.0,122,122
0.85,monotonic,validation_evidence,31,2016,2023,7,2020.2448979591836,2020.0,49,49
0.85,monotonic,validation_evidence,26,2019,2023,4,2022.108695652174,2023.0,46,46
0.85,monotonic,validation_evidence,9,2010,2023,13,2019.9113924050632,2020.0,79,79
0.85,monotonic,validation_evidence,3,2017,2023,6,2020.9433962264152,2021.0,53,53
0.85,monotonic,validation_evidence,37,2019,2023,4,2021.0,2021.0,8,8
0.85,monotonic,validation_evidence,21,2002,2023,21,2018.1136363636363,2019.0,88,89
0.85,monotonic,validation_evidence,38,2018,2023,5,2021.0666666666666,2021.0,15,15
0.85,monotonic,validation_evidence,32,2021,2023,2,2021.7777777777778,2022.0,9,9
0.85,monotonic,validation_evidence,19,2011,2023,12,2020.2,2020.5,40,40
0.85,monotonic,validation_evidence,14,2008,2023,15,2020.1379310344828,2022.0,29,29
0.85,monotonic,validation_evidence,23,2022,2023,1,2022.111111111111,2022.0,9,9
0.85,monotonic,validation_evidence,30,2020,2020,0,2020.0,2020.0,3,3
0.85,both,risk,16,2006,2023,17,2018.3658536585365,2020.0,82,82
0.85,both,risk,7,2003,2023,20,2017.8777777777777,2019.0,90,90
0.85,both,risk,4,2009,2023,14,2019.4603174603174,2020.0,126,126
0.85,both,risk,20,2015,2023,8,2020.4601769911505,2021.0,113,113
0.85,both,risk,13,2006,2023,17,2019.4646464646464,2021.0,99,99
0.85,both,risk,15,2006,2023,17,2020.3741496598639,2021.0,147,147
0.85,both,risk,33,2013,2023,10,2019.8732394366198,2022.0,71,71
0.85,both,risk,25,2014,2023,9,2019.554347826087,2019.0,92,92
0.85,both,risk,9,2008,2023,15,2020.4314381270904,2022.0,299,302
0.85,both,risk,2,2008,2023,15,2021.0826446280992,2022.0,121,125
0.85,both,risk,37,2012,2023,11,2020.183908045977,2021.0,87,88
0.85,both,risk,31,2012,2023,11,2019.816425120773,2020.0,207,207
0.85,both,risk,5,2013,2023,10,2021.3605150214592,2022.0,233,234
0.85,both,risk,8,2013,2023,10,2020.6979166666667,2021.0,96,96
0.85,both,risk,21,2012,2023,11,2020.3309352517986,2021.0,139,139
0.85,both,risk,12,2011,2023,12,2019.6149068322982,2020.0,161,161
0.85,both,risk,0,2008,2023,15,2020.3392857142858,2021.5,56,56
0.85,both,risk,3,2006,2023,17,2021.2527472527472,2022.0,91,91
0.85,both,risk,38,1994,2022,28,2018.1046511627908,2019.0,86,86
0.85,both,risk,11,2002,2023,21,2018.7142857142858,2019.0,35,35
0.85,both,risk,17,2012,2023,11,2019.2666666666667,2020.5,30,30
0.85,both,risk,26,2012,2023,11,2019.7674418604652,2020.0,43,44
0.85,both,risk,23,2017,2023,6,2021.7125,2022.0,80,80
0.85,both,risk,18,2003,2023,20,2019.5740740740741,2021.0,54,54
0.85,both,risk,24,2008,2023,15,2020.7052631578947,2022.0,95,95
0.85,both,risk,28,2016,2023,7,2021.9636363636364,2023.0,55,56
0.85,both,risk,1,2012,2023,11,2022.14,2022.0,200,200
0.85,both,risk,14,2013,2023,10,2020.448275862069,2022.0,87,87
0.85,both,risk,6,2011,2023,12,2020.375939849624,2021.0,133,135
0.85,both,risk,39,2014,2023,9,2020.4782608695652,2021.0,23,23
0.85,both,risk,10,2008,2023,15,2021.4186046511627,2022.0,86,86
0.85,both,risk,32,2016,2023,7,2020.125,2020.5,8,8
0.85,both,risk,35,2016,2023,7,2021.030303030303,2021.0,33,34
0.85,both,risk,19,2021,2022,1,2021.3333333333333,2021.0,6,6
0.85,both,risk,34,2019,2022,3,2021.0,2021.5,4,4
0.85,both,risk,30,2019,2022,3,2020.7272727272727,2021.0,11,11
0.85,both,risk,36,2016,2023,7,2020.8125,2021.5,16,16
0.85,both,risk,22,2018,2022,4,2020.2857142857142,2021.0,7,7
0.85,both,risk,27,2014,2020,6,2018.142857142857,2019.0,7,7
0.85,both,risk,29,2021,2021,0,2021.0,2021.0,3,3
0.85,both,intervention,31,2013,2023,10,2019.754716981132,2020.0,53,53
0.85,both,intervention,6,2002,2023,21,2018.8695652173913,2020.0,161,161
0.85,both,intervention,18,2006,2023,17,2020.7133333333334,2022.0,150,150
0.85,both,intervention,15,2015,2023,8,2022.01775147929,2023.0,169,169
0.85,both,intervention,19,2006,2023,17,2019.8901515151515,2020.0,264,264
0.85,both,intervention,35,2012,2023,11,2019.566037735849,2020.0,106,106
0.85,both,intervention,3,2012,2023,11,2020.9190751445087,2022.0,173,173
0.85,both,intervention,14,2012,2023,11,2019.8248175182482,2021.0,137,137
0.85,both,intervention,8,2012,2023,11,2020.2417582417581,2020.0,91,91
0.85,both,intervention,13,2010,2023,13,2020.1979166666667,2021.0,96,96
0.85,both,intervention,28,2011,2023,12,2020.2767857142858,2022.0,112,113
0.85,both,intervention,26,2014,2023,9,2020.1769911504425,2020.0,113,114
0.85,both,intervention,16,2003,2022,19,2018.8272727272727,2019.0,110,110
0.85,both,intervention,22,2018,2022,4,2020.3636363636363,2020.5,22,22
0.85,both,intervention,33,2008,2023,15,2020.5566037735848,2022.0,106,107
0.85,both,intervention,17,2012,2023,11,2019.5597826086957,2020.0,184,184
0.85,both,intervention,10,2008,2023,15,2020.9185520361991,2022.0,221,223
0.85,both,intervention,23,1994,2023,29,2018.25,2019.0,80,80
0.85,both,intervention,1,2010,2023,13,2019.8602150537633,2020.0,93,93
0.85,both,intervention,7,2009,2023,14,2019.6626016260163,2021.0,246,248
0.85,both,intervention,32,2010,2023,13,2016.5106382978724,2016.0,47,48
0.85,both,intervention,9,2015,2023,8,2022.0298507462687,2023.0,67,71
0.85,both,intervention,12,2013,2023,10,2021.2060606060606,2022.0,165,168
0.85,both,intervention,2,2020,2023,3,2022.361111111111,2023.0,36,36
0.85,both,intervention,34,2009,2023,14,2021.464,2022.0,125,125
0.85,both,intervention,36,2005,2023,18,2019.6146788990825,2021.0,109,109
0.85,both,intervention,4,2013,2023,10,2017.904761904762,2018.0,21,21
0.85,both,intervention,11,2011,2023,12,2020.469135802469,2021.0,81,81
0.85,both,intervention,0,2010,2023,13,2020.268817204301,2021.0,93,93
0.85,both,intervention,27,2013,2023,10,2018.909090909091,2020.0,11,11
